Filename,Chromagram,RootMeanSquare,LowEnergyBrightness,SpectralCentroid,Flatness,Bandwidth,InHarmonicity,Rolloff,ZeroCrossingRate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.wav,0.30819666385650635,0.08248157054185867,23.698370202102744,1535.0375724343617,0.0017255417769774795,1834.0352276351855,0.0006835598233543954,3175.5141314338234,0.07039110874613003,-188.21937561035156,122.95835876464844,-15.941484451293945,43.101600646972656,0.3127382695674896,17.061731338500977,-9.255239486694336,13.53700065612793,-7.955323219299316,9.671339988708496,-3.807534694671631,6.81510066986084,0.1101163998246193,4.418635368347168,-1.7967084646224976,-1.7877898216247559,0.3410007655620575,-2.6293842792510986,-0.30900922417640686,-0.734713613986969,blues
blues.00001.wav,0.30133768916130066,0.0645916685461998,24.12679966558464,1178.3389760454459,0.0006338006351143122,1719.624593032001,0.018851758261793118,2425.4270004414184,0.04445551349651703,-286.1790466308594,129.46839904785156,10.882978439331055,37.31159591674805,10.46886157989502,19.311599731445312,-2.681701183319092,22.262643814086914,-4.768648147583008,9.962992668151855,-0.3559494614601135,2.652496814727783,0.8321745991706848,2.269111156463623,-4.96772575378418,-1.0121662616729736,0.9953466653823853,-0.6057183146476746,1.5651477575302124,-0.6859385967254639,blues
blues.00002.wav,0.2962079346179962,0.12143366783857346,25.195057058320913,1303.5813751182195,0.0007625229773111641,1579.8842877777577,0.02224743961747663,2479.2850081027477,0.06479288107101393,-165.7377166748047,146.0224151611328,-25.707780838012695,33.146446228027344,-10.768783569335938,24.640785217285156,-11.008639335632324,9.683387756347656,-9.266263961791992,7.185425758361816,-10.915661811828613,4.676633834838867,-7.930208206176758,-5.197452545166016,-8.683245658874512,0.5490776300430298,-7.521339416503906,-4.5703959465026855,-3.9905037879943848,-3.9331934452056885,blues
blues.00003.wav,0.37856414914131165,0.11768555641174316,23.537748828973736,765.6505274714659,0.00023957790108397603,1289.465222297806,0.008652329478386256,1387.5832761404315,0.024866440716911766,-274.49896240234375,154.53030395507812,16.040523529052734,23.53801155090332,11.500329971313477,11.094264030456543,1.684114694595337,7.470935821533203,5.988364219665527,7.3951191902160645,2.3063204288482666,5.115471839904785,0.4403442144393921,-1.861215353012085,0.19861240684986115,1.217629075050354,-0.7563397288322449,1.8203893899917603,-0.05732811987400055,-4.009496688842773,blues
blues.00004.wav,0.26147621870040894,0.06090208888053894,25.022189739552065,1539.4216094443655,0.0013341412413865328,1584.0389830712543,-0.05076376688979071,2954.190469747726,0.0855966101489938,-236.69688415527344,130.73895263671875,-24.68413734436035,16.729598999023438,-27.18680191040039,2.9671630859375,-20.948715209960938,-5.813597679138184,-7.739936351776123,-5.057781219482422,-12.310407638549805,-6.884608268737793,-6.81939172744751,-12.406286239624023,-10.841471672058105,-8.155150413513184,-5.439511299133301,-1.908889651298523,-7.093715190887451,-17.604400634765625,blues
blues.00005.wav,0.26552602648735046,0.07878532260656357,26.835519648628726,1515.0902814199899,0.0009930069791153073,1549.9394198381572,-0.004918927333600977,2877.7659318764513,0.07399312778154024,-245.9490203857422,122.11251831054688,-10.92722225189209,26.697429656982422,-18.330223083496094,6.438573837280273,-19.337587356567383,-2.190001964569092,-7.283375263214111,-5.275039196014404,-11.457714080810547,-5.047184467315674,-12.40104866027832,-13.463045120239258,-5.574275493621826,-7.526241779327393,-2.1785621643066406,-4.641678810119629,-5.3467183113098145,-11.213220596313477,blues
blues.00006.wav,0.2543051540851593,0.10966406762599945,27.36511303116566,1146.7934325359633,0.0003248464781790972,1217.715171068887,-0.018994118815843897,2289.26949043392,0.056800487978908666,-265.0430908203125,136.40121459960938,-25.23546028137207,27.905941009521484,16.02496910095215,-3.974135398864746,-20.621957778930664,-2.8774361610412598,-6.198010444641113,-8.868606567382812,-7.2484612464904785,-4.8863115310668945,-8.58253288269043,-13.346129417419434,-10.092350959777832,-14.140274047851562,-14.757210731506348,-9.686412811279297,-4.981820583343506,-8.594812393188477,blues
blues.00007.wav,0.26901671290397644,0.09980618208646774,26.054051337101978,1155.9646647879401,0.0005015857750549912,1399.3686391022125,-0.034860088664683965,2351.3524483601004,0.047249903250773995,-249.6691131591797,135.9896240234375,-16.39003562927246,35.180335998535156,16.288162231445312,5.727151393890381,-17.656909942626953,4.8525590896606445,-8.244261741638184,-6.945026874542236,-7.561461448669434,-10.347067832946777,-3.977884531021118,-9.786104202270508,-11.292374610900879,-12.203351020812988,-14.802840232849121,-14.468475341796875,-8.206576347351074,-12.42490291595459,blues
blues.00008.wav,0.3728974163532257,0.10912585258483887,25.220795953902986,1335.304095027574,0.0004900006460957229,1815.6742828877718,0.019426999706433114,2871.015972692531,0.04708285966524768,-194.60751342773438,124.60313415527344,-8.611310005187988,48.9788818359375,1.4408694505691528,18.339435577392578,-15.07834243774414,22.271053314208984,-7.996581077575684,22.404312133789062,-2.547074794769287,5.5058112144470215,-11.759624481201172,3.3362557888031006,-2.911957025527954,-5.832338809967041,-5.73985481262207,3.189124822616577,6.99892520904541,-2.7532949447631836,blues
blues.00009.wav,0.2385575920343399,0.06364703923463821,24.03513371262942,1511.9508050866802,0.001111371093429625,1836.1690903388514,0.0026725692585131415,3342.2381232766543,0.06110356097619969,-278.2885437011719,114.96841430664062,-4.191795825958252,33.498680114746094,-13.24138355255127,8.3279390335083,-4.106905460357666,5.491055011749268,-10.115352630615234,0.44484803080558777,-2.6162378787994385,1.5916613340377808,1.691011905670166,-8.045554161071777,0.22707629203796387,-2.8172881603240967,-2.1508641242980957,-2.9521169662475586,1.6255124807357788,-4.928938388824463,blues
