,Chromagram,RootMeanSquare,LowEnergyBrightness,SpectralCentroid,Flatness,Bandwidth,InHarmonicity,Rolloff,ZeroCrossingRate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,MainGenre,KMeansLabel,x,y
0,7.739349629202622e-05,2.0712544529242393e-05,0.005951069370489501,0.3854744019086229,4.33313292386645e-07,0.46055786851578734,1.7165365773974668e-07,0.7974263513469635,1.7676421105816e-05,-0.04726513053745929,0.030876963962063183,-0.004003181612455878,0.010823555090151735,7.853397179346279e-05,0.004284494921387664,-0.0023241502160737,0.003399374272827891,-0.001997718827875994,0.0024286402266298713,-0.0009561376122196758,0.0017113892857329362,2.7652126648216588e-05,0.0011095955281177617,-0.0004511844747266813,-0.0004489448496926576,8.563117184614538e-05,-0.0006602837289675478,-7.75975441987049e-05,-0.0001844992565729918,blues,"Fast, Upbeat & Cheerful Songs",-0.003420769061219131,-0.009684189006712193
1,9.375604358634504e-05,2.009658768004512e-05,0.007506639104260014,0.36661992300096913,1.9719617594539509e-07,0.5350316408982554,5.865400621446403e-06,0.7546299309647968,1.3831569070013541e-05,-0.08903969245964237,0.04028186748882644,0.0033860517207358136,0.011608861881111081,0.0032572063763940955,0.00600847239249341,-0.0008343652389735894,0.006926639046015701,-0.0014836829233578445,0.003099813957708023,-0.00011074755805048599,0.0008252788015545622,0.0002589168258655242,0.0007059949423511633,-0.0015456224994394524,-0.0003149181385513404,0.00030968501020515126,-0.00018845884451830483,0.0004869688281691322,-0.0002134180067257517,blues,Upbeat Songs With Cheerful Vocals,0.0915240339096057,-0.02945224219602955
2,9.187275485475131e-05,3.766423614152821e-05,0.007814575607691896,0.40432276827394453,2.3650644826908516e-07,0.49002172091395685,6.9003336077349394e-06,0.7689825867029463,2.009635726553782e-05,-0.05140571481951602,0.04529075687556688,-0.00797360357627273,0.01028080268187636,-0.0033400786991928397,0.0076426609659047285,-0.0034144730939475424,0.003003429029170842,-0.0028740526430496584,0.0022286535304205973,-0.0033856349020792644,0.0014505189889922785,-0.0024596575220471825,-0.0016120577059053226,-0.002693221911121938,0.00017030358949103686,-0.002332841533374168,-0.0014175679220872549,-0.0012377068046275442,-0.001219931254217465,blues,Upbeat Songs With Cheerful Vocals,0.03668222785530044,-0.004354296659746126
3,0.00018308463027950152,5.6916157099806344e-05,0.011383539756047525,0.3702908584011008,1.1586683932589031e-07,0.6236228761180019,4.184518125131439e-06,0.6710756199984472,1.2026133788288285e-05,-0.13275568000175303,0.07473534837033259,0.00775766359933364,0.011383666816012009,0.005561893976664539,0.005365508680223968,0.0008144868363992026,0.003613161800529369,0.0028961470641722053,0.003576494673055145,0.0011154036217627325,0.0024739909276632666,0.00021296326627659462,-0.0009001378644800025,9.605473513408452e-05,0.0005888808264829899,-0.00036578788544305575,0.0008803932416404252,-2.7725545737909775e-05,-0.0019391091854544468,blues,Slow & Somber Acoustics,0.22356487911133088,-0.03196546643512844
4,7.068691932823087e-05,1.6464139893930133e-05,0.006764445028027467,0.4161639313118881,3.60668877541054e-07,0.4282256962627383,-1.3723367703458924e-05,0.7986295061676268,2.314000373129341e-05,-0.0639881272518236,0.03534368763638039,-0.00667305666962761,0.00452264385922058,-0.007349621632837465,0.0008021364953639688,-0.005663230673276812,-0.0015716355093190293,-0.0020923977684200188,-0.0013673097110641216,-0.003327969158988172,-0.001861170211644867,-0.0018435397119536717,-0.0033538887740610914,-0.002930860164993173,-0.0022046458460151107,-0.0014705058008636204,-0.0005160451281515433,-0.0019176997278296767,-0.004759135854405669,blues,"Fast, Upbeat & Cheerful Songs",-0.018060828709217384,0.036323881570878326
5,7.348021795115456e-05,2.1802618572150054e-05,0.0074263146957749115,0.41927778443112657,2.7479931145614624e-07,0.4289217440845464,-1.36123700316854e-06,0.7963771788554325,2.047645282913245e-05,-0.0680625845304029,0.03379274935389732,-0.0030239396238921534,0.0073881004279787305,-0.005072605518513053,0.001781775651587565,-0.005351377988845679,-0.0006060491462883384,-0.0020155613701639016,-0.0014597854491016798,-0.003170745026458187,-0.0013967301797276192,-0.003431798270153885,-0.003725689352597368,-0.0015425944628091833,-0.0020827709193486843,-0.0006028833586338366,-0.0012845127656180796,-0.0014796215347921487,-0.00310308523895582,blues,"Fast, Upbeat & Cheerful Songs",-0.014571696532192393,0.03981968661488803
6,8.91799291233786e-05,3.8457080484468084e-05,0.00959641911054376,0.40215841240270633,1.1391741549323815e-07,0.42702930280375156,-6.660872351768205e-06,0.8028028045111658,1.9918839279349084e-05,-0.092945517124995,0.04783328396978722,-0.008849590828721356,0.009786077086416168,0.005619648621626755,-0.0013936528910412312,-0.0072317241847740694,-0.0010090615497819412,-0.00217352312086431,-0.0031100498452244487,-0.0025418960246441223,-0.0017135355261787963,-0.0030097293030918763,-0.004680231038960139,-0.0035391934800497746,-0.004958722295303032,-0.005175070131114184,-0.0033968387745708126,-0.001747028714876879,-0.003014035491379036,blues,Slow Happy Dance,-0.005762273014539893,0.04646357990245798
7,9.01325364189952e-05,3.343949989070158e-05,0.008729263344474545,0.38729945854799164,1.6805349247401972e-07,0.46885059097611015,-1.167967661645079e-05,0.7878074112865929,1.583081429987035e-05,-0.08365023195622195,0.04556255857706887,-0.00549138924239005,0.01178697368424201,0.00545725713349368,0.0019188498588605483,-0.005915848354815052,0.0016258226269766426,-0.0027621935219361926,-0.0023268921880106944,-0.0025334251245806216,-0.0034667268743848504,-0.0013327678362154238,-0.0032787791653898788,-0.00378344659291581,-0.004088664114745231,-0.004959608352913299,-0.004847581276994202,-0.0027495672425635075,-0.004162893830966154,blues,Slow Happy Dance,0.026628449955947,0.011913547876490875
8,0.00010194046497834049,2.9832172779440296e-05,0.006894710324915015,0.3650374455950975,1.3395344540378752e-07,0.49635817393668374,5.310836965767421e-06,0.7848611719510709,1.2871230521583587e-05,-0.05320063786204958,0.03406325942874084,-0.0023541084156237955,0.013389553720439642,0.00039389627099204984,0.0050135251900721494,-0.004122027055693719,0.006088327327688753,-0.0021860574987542752,0.006124756826619875,-0.0006963040705743046,0.0015051457335709582,-0.003214775793589254,0.0009120456497749242,-0.0007960533920623316,-0.0015944098943181592,-0.0015691271723711896,0.0008718238663889021,0.0019133243054783803,-0.0007526793015530244,blues,Upbeat Songs With Cheerful Vocals,0.031191571033415806,-0.03506102264981883
9,5.7993677982300996e-05,1.54726825770825e-05,0.005842973987560749,0.3675573154790051,2.7017583788286063e-07,0.446375225529764,6.497052541563935e-07,0.8125026741281621,1.4854359522188339e-05,-0.0676523268529894,0.027948979282433895,-0.0010190313174488399,0.00814357510419138,-0.0032189985120081818,0.0020245334069937835,-0.0009983943530812104,0.0013348830084126911,-0.0024590561052145322,0.00010814316672800061,-0.0006360110184477058,0.00038693505444915523,0.00041108731474601764,-0.001955885257004076,5.520255819805964e-05,-0.0006848866177759956,-0.0005228780201230067,-0.0007176636855137427,0.00039516431466340464,-0.0011982316860196184,blues,"Aggressive, Fast Paced Acoustics",-0.012872699748069307,-0.004294817604670096
